ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
200,2020. augusztus 25. 16:51,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,male,gave_name,only_name
201,2020. augusztus 18. 16:27,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,6000,male,gave_name,both_of_them
202,2020. augusztus 18. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,6000,female,gave_name,both_of_them
203,2020. augusztus 17. 20:36,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,male,gave_name,only_name
204,2020. augusztus 16. 10:58,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,female,gave_name,only_name
205,2020. július 28. 15:57,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
206,2020. július 28. 15:52,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
207,2020. július 28. 10:59,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,female,gave_name,only_name
208,2020. július 28. 10:58,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,female,gave_name,only_name
209,2020. július 27. 06:34,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,6000,female,gave_name,both_of_them
210,2020. július 25. 10:36,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
211,2020. július 25. 10:32,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
212,2020. július 24. 21:17,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
213,2020. július 24. 21:05,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
214,2020. július 24. 20:59,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
215,2020. július 24. 20:42,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,gave_name,only_name
216,2020. július 24. 20:38,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,female,gave_name,only_name
217,2020. július 24. 20:35,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,anonymous,none_of_them
218,2020. július 24. 13:18,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,NA,anonymous,none_of_them
219,2020. július 24. 12:38,https://elmenykulonitmeny.hu/jotekony-sportolo/csihonne-dr-solyom-dora/,NA,male,gave_name,only_name
220,2020. szeptember 04. 18:50,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,male,gave_name,only_name
221,2020. szeptember 03. 08:24,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,NA,anonymous,none_of_them
222,2020. szeptember 01. 17:23,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,male,gave_name,only_name
223,2020. augusztus 27. 14:16,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,3333,male,gave_name,both_of_them
224,2020. augusztus 26. 17:03,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,NA,anonymous,none_of_them
225,2020. augusztus 25. 21:36,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,NA,anonymous,none_of_them
226,2020. augusztus 01. 21:35,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,10000,male,gave_name,both_of_them
227,2020. július 29. 08:52,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,NA,anonymous,none_of_them
228,2020. július 28. 14:58,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,NA,NA,anonymous,none_of_them
229,2020. július 28. 14:46,https://elmenykulonitmeny.hu/jotekony-sportolo/hader-richard/,2000,female,gave_name,both_of_them
230,2020. október 15. 19:24,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
231,2020. október 10. 20:26,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,5000,male,gave_name,both_of_them
232,2020. október 07. 20:50,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,2000,female,gave_name,both_of_them
233,2020. október 04. 18:30,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,6000,female,gave_name,both_of_them
234,2020. szeptember 30. 13:13,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
235,2020. szeptember 20. 11:26,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,5000,male,gave_name,both_of_them
236,2020. szeptember 17. 13:07,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
237,2020. szeptember 17. 12:23,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
238,2020. szeptember 17. 11:05,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,male,gave_name,both_of_them
239,2020. szeptember 10. 16:47,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
240,2020. szeptember 07. 07:44,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,3000,NA,anonymous,only_money
241,2020. szeptember 05. 19:02,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
242,2020. augusztus 30. 20:47,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,male,gave_name,only_name
243,2020. augusztus 30. 17:49,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
244,2020. augusztus 30. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
245,2020. augusztus 28. 17:22,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,group,gave_name,only_name
246,2020. augusztus 26. 20:05,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,NA,anonymous,only_money
247,2020. augusztus 22. 20:11,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,5000,NA,anonymous,only_money
248,2020. augusztus 21. 10:58,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,male,gave_name,only_name
249,2020. augusztus 14. 13:53,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,NA,gave_name,both_of_them
250,2020. augusztus 12. 17:10,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,NA,gave_name,both_of_them
251,2020. augusztus 10. 12:00,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
252,2020. jĂşlius 29. 16:31,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,23000,female,gave_name,both_of_them
253,2020. jĂşlius 27. 18:01,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
254,2020. jĂşlius 26. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
255,2020. jĂşlius 26. 10:53,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
256,2020. jĂşlius 26. 07:21,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
257,2020. jĂşlius 25. 14:46,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
258,2020. jĂşlius 25. 10:05,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
259,2020. jĂşlius 24. 22:08,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,2000,NA,anonymous,only_money
260,2020. jĂşlius 24. 06:50,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,female,gave_name,only_name
261,2020. jĂşlius 24. 04:51,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,2000,female,gave_name,both_of_them
262,2020. jĂşlius 23. 22:00,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
263,2020. jĂşlius 23. 19:57,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
264,2020. jĂşlius 23. 19:01,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,NA,gave_name,both_of_them
265,2020. jĂşlius 23. 17:59,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,male,gave_name,both_of_them
266,2020. jĂşlius 23. 17:12,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,12000,female,gave_name,both_of_them
267,2020. jĂşlius 23. 16:56,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,NA,NA,anonymous,none_of_them
268,2020. jĂşlius 23. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/kiraly-zsolt/,10000,NA,anonymous,only_money
269,2020. szeptember 10. 13:44,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
270,2020. szeptember 02. 16:02,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,female,gave_name,only_name
271,2020. szeptember 02. 11:15,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,female,gave_name,only_name
272,2020. augusztus 29. 10:56,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
273,2020. augusztus 27. 18:13,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,10000,female,gave_name,both_of_them
274,2020. augusztus 27. 08:31,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,male,gave_name,both_of_them
275,2020. augusztus 24. 21:40,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
276,2020. augusztus 20. 11:02,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
277,2020. augusztus 14. 11:51,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
278,2020. augusztus 13. 21:36,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
279,2020. augusztus 11. 07:00,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
280,2020. augusztus 10. 08:32,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,3000,male,gave_name,both_of_them
281,2020. augusztus 10. 07:51,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
282,2020. augusztus 03. 08:41,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,female,gave_name,only_name
283,2020. augusztus 02. 12:17,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,male,gave_name,only_name
284,2020. július 29. 12:47,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,10000,female,gave_name,both_of_them
285,2020. július 28. 08:29,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,20000,male,gave_name,both_of_them
286,2020. július 28. 07:27,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
287,2020. július 27. 13:46,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
288,2020. július 25. 12:21,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
289,2020. július 23. 11:21,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
290,2020. július 22. 16:05,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,5000,female,gave_name,both_of_them
291,2020. július 22. 14:55,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
292,2020. július 22. 14:54,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,6000,female,gave_name,both_of_them
293,2020. július 22. 09:49,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,NA,NA,anonymous,none_of_them
294,2020. július 21. 22:17,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-duby-helga/,10000,female,gave_name,both_of_them
295,2020. augusztus 24. 20:01,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
296,2020. augusztus 24. 13:13,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,NA,anonymous,none_of_them
297,2020. augusztus 23. 14:45,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,NA,anonymous,none_of_them
298,2020. augusztus 10. 21:16,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
299,2020. augusztus 04. 13:26,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,10000,female,gave_name,both_of_them
300,2020. augusztus 01. 11:20,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
301,2020. július 31. 19:14,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,10000,female,gave_name,both_of_them
302,2020. július 24. 11:52,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,NA,anonymous,none_of_them
303,2020. jĂşlius 23. 20:24,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
304,2020. jĂşlius 23. 10:59,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,10000,female,gave_name,both_of_them
305,2020. jĂşlius 22. 20:31,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,male,gave_name,only_name
306,2020. jĂşlius 22. 19:25,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,10000,male,gave_name,both_of_them
307,2020. jĂşlius 22. 18:58,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
308,2020. jĂşlius 22. 17:20,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,10000,female,gave_name,both_of_them
309,2020. jĂşlius 22. 17:15,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,female,gave_name,only_name
310,2020. jĂşlius 22. 17:08,https://elmenykulonitmeny.hu/jotekony-sportolo/seregi-dominika/,NA,NA,anonymous,none_of_them
311,2020. október 07. 12:37,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,male,gave_name,only_name
312,2020. szeptember 29. 13:17,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,3000,female,gave_name,both_of_them
313,2020. szeptember 26. 07:25,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
314,2020. szeptember 25. 21:13,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,10000,female,gave_name,both_of_them
315,2020. szeptember 25. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2000,male,gave_name,both_of_them
316,2020. szeptember 25. 09:52,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
317,2020. szeptember 24. 21:20,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2000,female,gave_name,both_of_them
318,2020. szeptember 22. 19:56,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
319,2020. szeptember 14. 07:15,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,NA,gave_name,only_name
320,2020. szeptember 13. 20:04,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,5000,female,gave_name,both_of_them
321,2020. szeptember 12. 23:21,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,NA,anonymous,none_of_them
322,2020. szeptember 12. 18:24,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,male,gave_name,only_name
323,2020. szeptember 12. 17:55,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,4000,male,gave_name,both_of_them
324,2020. szeptember 12. 16:42,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,6000,male,gave_name,both_of_them
325,2020. szeptember 12. 16:29,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,NA,anonymous,none_of_them
326,2020. szeptember 12. 16:24,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2000,male,gave_name,both_of_them
327,2020. szeptember 10. 16:43,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,male,gave_name,only_name
328,2020. szeptember 07. 19:50,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,10000,male,gave_name,both_of_them
329,2020. szeptember 05. 19:43,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,5000,female,gave_name,both_of_them
330,2020. szeptember 04. 08:11,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
331,2020. augusztus 29. 10:58,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
332,2020. augusztus 29. 08:12,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
333,2020. augusztus 28. 13:59,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,6000,male,gave_name,both_of_them
334,2020. augusztus 28. 11:48,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,NA,anonymous,none_of_them
335,2020. augusztus 27. 22:58,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,5000,female,gave_name,both_of_them
336,2020. augusztus 27. 21:48,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2500,male,gave_name,both_of_them
337,2020. augusztus 27. 20:18,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2000,female,gave_name,both_of_them
338,2020. augusztus 27. 20:17,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,2000,female,gave_name,both_of_them
339,2020. augusztus 26. 14:35,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,10000,male,gave_name,both_of_them
340,2020. augusztus 26. 07:22,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,female,gave_name,only_name
341,2020. augusztus 25. 20:24,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,NA,male,gave_name,only_name
342,2020. augusztus 09. 20:30,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,11111,male,gave_name,both_of_them
343,2020. jĂşlius 31. 20:33,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,6001,male,gave_name,both_of_them
344,2020. jĂşlius 27. 23:18,https://elmenykulonitmeny.hu/jotekony-sportolo/sike-zoltan/,6000,male,gave_name,both_of_them
345,2020. szeptember 02. 12:56,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-barbara/,NA,NA,anonymous,none_of_them
346,2020. augusztus 29. 09:52,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-barbara/,4998,male,gave_name,both_of_them
347,2020. augusztus 24. 13:21,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-barbara/,2000,male,gave_name,both_of_them
348,2020. július 31. 13:42,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-barbara/,NA,female,gave_name,only_name
349,2020. július 31. 12:22,https://elmenykulonitmeny.hu/jotekony-sportolo/toth-barbara/,NA,NA,anonymous,none_of_them
350,2020. szeptember 05. 20:26,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,3000,male,gave_name,both_of_them
351,2020. szeptember 05. 11:15,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,25000,male,gave_name,both_of_them
352,2020. szeptember 05. 06:54,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,NA,female,gave_name,only_name
353,2020. szeptember 04. 17:37,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,NA,NA,anonymous,none_of_them
354,2020. szeptember 04. 16:23,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,NA,NA,anonymous,none_of_them
355,2020. szeptember 03. 17:02,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,NA,male,gave_name,only_name
356,2020. szeptember 03. 06:26,https://elmenykulonitmeny.hu/jotekony-sportolo/racz-orsolya/,27285,group,gave_name,both_of_them
